sample	Transcript_ID_clean	gene_id	gene_name	TPM	Amyloid_Index_max	strict_burden	strict_burden_rank_desc	Consensus_collapsed	n_protein_variants	Group	raw_Group	subject	time	batch
SRR32060341	ENST00000409838	ENSG00000086300.17	SNX10	332.6990051269531	-0.8069160100323082	-268.4601537587595	1179.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000409925	ENSG00000136541.15	ERMN	21.337299346923828	-0.8904405886508568	-18.999597390694397	1023.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000410002	ENSG00000136243.18	NUP42	8.1354398727417	-0.9150954625300125	-7.444704113231671	886.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000410026	ENSG00000173559.15	NABP1	9.873809814453125	-0.9853515566870442	-9.729173871103201	924.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000411552	ENSG00000106100.11	NOD1	2.753730058670044	-0.558548721481378	-1.5380924035749932	618.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000411577	ENSG00000125991.21	ERGIC3	2.037899971008301	0.41273834781230845	0.8411194670407174	322.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000411646	ENSG00000232388.5	SMIM26	19.70669937133789	0.2242293641808036	4.418820670137338	163.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000411832	ENSG00000106635.8	BCL7B	3.3361198902130127	-0.7901342178459696	-2.635982480093841	719.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000411841	ENSG00000197647.13	ZNF433	5.640580177307129	-0.7096619405562341	-4.002905074490804	782.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000411932	ENSG00000180530.11	NRIP1	28.303699493408203	-0.9500862301326247	-26.89095515049888	1066.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000412227	ENSG00000005469.12	CROT	1.1347299814224243	0.5516168519106245	0.6259361801208391	349.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000412438	ENSG00000180398.13	MCFD2	2.1059999465942383	-0.7812525794885463	-1.6453178906794894	628.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000413014	ENSG00000142046.15	TMEM91	2.840519905090332	-0.7816155240011687	-2.22019445405293	691.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000413433	ENSG00000106100.11	NOD1	1.8703999519348145	-0.558548721481378	-1.0447095018120216	565.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000414320	ENSG00000114933.16	INO80D	15.163800239562988	-0.83371967083558	-12.642358544344944	966.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000414468	ENSG00000204524.7	ZNF805	6.960010051727295	-0.6294797299748854	-4.381185247983786	801.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000414487	ENSG00000182004.13	SNRPE	12.237500190734863	0.6296343581828656	7.705150578356041	119.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000414490	ENSG00000138380.18	CARF	2.1788198947906494	-1.17339123385513	-2.5566081646965046	715.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000414892	ENSG00000257591.6	ZNF625	6.6067399978637695	-0.6785371085395079	-4.482918255022796	808.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000415083	ENSG00000141380.14	SS18	10.254300117492676	-0.6098156446762676	-6.253232636852722	854.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000415442	ENSG00000116747.13	RO60	9.650500297546387	0.2631916914295774	2.539931496452873	212.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000415783	ENSG00000116001.17	TIA1	5.144179821014404	0.13031375529406242	0.6703573903843248	342.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000416160	ENSG00000198399.16	ITSN2	4.302249908447266	0.26167227343608446	1.1257795144335823	292.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000416415	ENSG00000143499.14	SMYD2	1.6287000179290771	0.18669027205098637	0.3040624494366258	382.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000416690	ENSG00000119041.11	GTF3C3	100.43800354003906	1.2350209441649507	124.0430379620617	14.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000416732	ENSG00000198130.16	HIBCH	16.664100646972656	0.09926548867476731	1.6541700940472468	258.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000416760	ENSG00000163596.17	ICA1L	60.49599838256836	-0.12203792784189223	-7.382806285335106	884.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000416915	ENSG00000116750.14	UCHL5	31.7987003326416	0.3051814862685225	9.704374628922924	103.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000417056	ENSG00000135842.17	NIBAN1	24.98270034790039	0.921283137429971	23.0161405579865	54.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000417180	ENSG00000180398.13	MCFD2	2.2383499145507812	-0.2438959947015123	-0.5459245788994078	503.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000417349	ENSG00000106290.16	TAF6	8.885459899902344	0.013198103249713999	0.11727121718010454	405.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000417456	ENSG00000284773.1	ENSG00000284773	16.16200065612793	1.0942457661852214	17.685200791050757	71.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000417608	ENSG00000005471.19	ABCB4	1.8124699592590332	-0.5383611083663459	-0.9757633361473989	557.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000417905	ENSG00000003756.17	RBM5	8.01360034942627	-1.4365125921680566	-11.511637810553175	944.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000418101	ENSG00000071054.17	MAP4K4	45.65370178222656	-1.169964590427742	-53.41321450715298	1124.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000418364	ENSG00000155749.13	FLACC1	77.52970123291016	-1.0280770364282372	-79.70650547869693	1139.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000418976	ENSG00000175854.15	SWI5	9.239500045776367	-0.0830552476255279	-0.7673889642380326	529.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000420189	ENSG00000144567.11	RETREG2	73.52020263671875	-2.089525362268576	-153.62232804854887	1164.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000420191	ENSG00000163793.13	DNAJC5G	9.075849533081055	0.49218062802496343	4.466957323051904	161.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000420296	ENSG00000170906.16	NDUFA3	17.555099487304688	0.6139674198465418	10.778259137369808	98.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000420397	ENSG00000136536.15	MARCHF7	149.46400451660156	0.43341325710742523	64.7796810178592	24.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000420482	ENSG00000088179.9	PTPN4	3.5437700748443604	0.9509959280984669	3.370110911294186	185.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000420646	ENSG00000145335.17	SNCA	1.652209997177124	-0.05989663341759688	-0.09896181652980697	435.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000420814	ENSG00000177479.20	ARIH2	73.85649871826172	-1.1038125824123544	-81.5237325781392	1141.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000421525	ENSG00000171469.11	ZNF561	21.3789005279541	-0.879946295572257	-18.812284322980982	1022.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000421757	ENSG00000075420.13	FNDC3B	1.0966999530792236	-0.23833985903573027	-0.26138731222139416	461.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000421864	ENSG00000198839.10	ZNF277	1.348080039024353	-0.29879126589394805	-0.4027945413864493	474.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000422453	ENSG00000169714.17	CNBP	132.35299682617188	-0.797706363793435	-105.57882783536961	1150.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000422948	ENSG00000204463.14	BAG6	28.97369956970215	-0.5043930178013879	-14.61413176283284	982.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000423108	ENSG00000156990.14	RPUSD3	5.883200168609619	0.17493985537351917	1.0292061866300304	303.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000423281	ENSG00000107105.15	ELAVL2	25.573999404907227	-0.4620646582980276	-11.81684129634242	956.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000423362	ENSG00000171161.13	ZNF672	3.593139886856079	-0.4141718452923658	-1.4881773773327847	612.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000423557	ENSG00000136634.7	IL10	8.070610046386719	0.7372725172803679	5.950238984887763	141.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000423894	ENSG00000187118.14	CMC1	3.324039936065674	-0.38790205163311386	-1.2894019109102794	589.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000424358	ENSG00000126005.17	MMP24OS	86.1583023071289	-1.2739165109592907	-109.75848386527346	1153.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000424424	ENSG00000171867.18	PRNP	5.877930164337158	0.02647325235920648	0.1556079285902896	399.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000424527	ENSG00000175198.17	PCCA	6.6067399978637695	0.15903931031316065	1.0507313726786265	300.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000424702	ENSG00000128534.8	LSM8	37.400699615478516	0.6603260098024472	24.696654740908848	47.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000425006	ENSG00000189068.11	VSTM1	28.062400817871094	-0.41665447382277365	-11.692324846973854	950.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000425030	ENSG00000003402.21	CFLAR	73.65679931640625	0.021591894600081506	1.5903898474191993	265.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000425096	ENSG00000126001.17	CEP250	19.820899963378906	-0.9901408823155273	-19.625483378027795	1029.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000425186	ENSG00000125246.16	CLYBL	2.877419948577881	-0.32281486666162945	-0.9288739370296812	550.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000425402	ENSG00000145832.16	SLC25A48	1.1256200075149536	0.780161984931129	0.8781659393410586	315.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000425521	ENSG00000173276.14	ZBTB21	7.374969959259033	0.3117422858933955	2.299089993494533	224.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000426638	ENSG00000162819.12	BROX	1.1037700176239014	-0.21004923692351157	-0.2318460499409514	454.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000426727	ENSG00000140367.12	UBE2Q2	1.7733900547027588	-0.314232039016005	-0.5572559728599525	504.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000426768	ENSG00000102606.20	ARHGEF7	2.905090093612671	-0.13955466806184608	-0.40541888370387363	475.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000426947	ENSG00000184221.13	OLIG1	2.780210018157959	0.3520708528690563	0.9788309122479671	308.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000427323	ENSG00000093217.11	XYLB	3.319279909133911	-0.6732327005226759	-2.2346477770168853	692.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000427512	ENSG00000197128.13	ZNF772	3.2896299362182617	-0.5649888715808804	-1.8586043055826393	652.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000427617	ENSG00000164048.14	ZNF589	2.6487200260162354	0.02843909152346045	0.07532719123989826	408.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000427641	ENSG00000114503.11	NCBP2	6.228940010070801	-0.7788229868909066	-4.851241663807615	818.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000427665	ENSG00000143457.11	GOLPH3L	15.464300155639648	-0.08231785514069882	-1.272988020064231	588.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000427746	ENSG00000159267.17	HLCS	79.78450012207031	-0.7036022757178527	-56.13655585289997	1126.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000428068	ENSG00000020181.18	ADGRA2	2.2022500038146973	0.5803115283021328	1.2779910654170847	282.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000428404	ENSG00000204599.16	TRIM39	65.27870178222656	-0.5265816077800572	-34.374563738279754	1093.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000428610	ENSG00000175287.19	PHYHD1	25.44860076904297	-0.6514902933851694	-16.57951638126585	1007.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000428648	ENSG00000154978.13	VOPP1	19.165700912475586	-0.4224323946714372	-8.09621293201361	899.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000428883	ENSG00000204120.16	GIGYF2	7.220409870147705	-0.14796775216044075	-1.068387818162816	568.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000428969	ENSG00000175198.17	PCCA	5.033760070800781	0.34224362146593423	1.722772276221477	255.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000428970	ENSG00000177565.19	TBL1XR1	7.7209601402282715	-0.9830384839970445	-7.590000951251608	891.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000429369	ENSG00000163512.14	AZI2	2.6661899089813232	-0.8896965409450749	-2.3720999395233475	701.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000429375	ENSG00000143190.23	POU2F1	16.85540008544922	0.323477045518843	5.4523350206791665	148.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000429529	ENSG00000002746.15	HECW1	75.42510223388672	0.7753312544346352	58.47943913086	27.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000429670	ENSG00000250361.10	GYPB	5.908229827880859	1.3334608643574313	7.878393253108368	116.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000430720	ENSG00000204120.16	GIGYF2	2.4711201190948486	-0.19160866419125408	-0.47348802507589666	488.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000430979	ENSG00000198218.12	QRICH1	15.375800132751465	-0.4763129463242753	-7.323692663324033	882.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000431544	ENSG00000099999.15	RNF215	9.23507022857666	1.2774786383706114	11.797604940859083	91.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000431687	ENSG00000171940.14	ZNF217	5.348430156707764	-0.2890409466486462	-1.5459153155789793	619.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000431787	ENSG00000138380.18	CARF	4.146580219268799	-0.42931889598043826	-1.7802052418308043	644.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000431901	ENSG00000142185.18	TRPM2	1.0023000240325928	-0.18221033118716412	-0.1826294193278813	450.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000431917	ENSG00000085978.22	ATG16L1	2.100600004196167	0.14339608727334485	0.3012178215281021	384.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000432052	ENSG00000099917.17	MED15	6.508419990539551	-0.38888412470874656	-2.531021211257882	714.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000432084	ENSG00000142330.20	CAPN10	40.17829895019531	0.5373169636687068	21.58848159729254	57.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000432456	ENSG00000138376.11	BARD1	10.311200141906738	-0.3062520448575564	-3.1578261283944644	744.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000433170	ENSG00000177479.20	ARIH2	8.042369842529297	-2.5863190273486016	-20.800134148708096	1035.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000433529	ENSG00000116001.17	TIA1	4.056859970092773	0.13452857044069544	0.5457635722546632	355.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000433555	ENSG00000156990.14	RPUSD3	37.6255989074707	-0.7035728781913109	-26.472350917001005	1062.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000433615	ENSG00000143569.20	UBAP2L	6.533609867095947	0.1893467943561567	1.2371180839083726	286.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000433866	ENSG00000230989.8	HSBP1	1.901379942893982	-0.7451951070060056	-1.4168990300039537	603.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000434006	ENSG00000229453.3	SPINK8	2.672869920730591	0.26781951499236034	0.7158467258077355	332.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000434695	ENSG00000151240.18	DIP2C	1.8525700569152832	-0.4808401640770411	-0.8907900901313581	546.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000434700	ENSG00000197520.11	FAM177B	2.3917999267578125	-0.6859731701074636	-1.640710578020856	627.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000434928	ENSG00000073282.14	TP63	26.82859992980957	-0.3587824443604913	-9.625630661586783	923.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000435225	ENSG00000115694.15	STK25	3.0660200119018555	0.4920827322348494	1.5087355045433906	271.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000435454	ENSG00000177463.16	NR2C2	2.7676899433135986	-0.11898825883811823	-0.32932260735865526	465.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000436073	ENSG00000160746.13	ANO10	35.73849868774414	0.031079689780792053	1.1107414524463317	294.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000436234	ENSG00000144182.17	LIPT1	4.266849994659424	-0.06051263779830309	-0.2581983482665172	459.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000436748	ENSG00000143401.15	ANP32E	7.084219932556152	-2.831367543798306	-20.058030390168515	1032.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000437402	ENSG00000114796.16	KLHL24	4.239369869232178	0.0290338430156577	0.12308519926859636	403.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000437550	ENSG00000126264.10	HCST	113.56700134277344	-0.2969408840478607	-33.722685777387724	1089.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000437811	ENSG00000231389.8	HLA-DPA1	1.3932600021362305	0.5495963267914921	0.7657305794395787	325.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000438691	ENSG00000082258.13	CCNT2	3.7686901092529297	0.6357031386606632	2.395768131091485	217.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000438970	ENSG00000180257.14	ZNF816	5.611199855804443	-0.3284503906093475	-1.8430007844260838	651.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000439903	ENSG00000197446.9	CYP2F1	1.6031999588012695	0.5476712145271593	0.878026468566583	316.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000440685	ENSG00000189171.16	S100A13	7.032070159912109	-0.013625715321754056	-0.09581698612156392	434.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000440742	ENSG00000093167.18	LRRFIP2	12.952899932861328	-0.4693006216559986	-6.078803990739764	849.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000440997	ENSG00000123977.10	DAW1	11.222399711608887	0.07042117816874129	0.7902946095720402	323.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000441005	ENSG00000171055.15	FEZ2	1.7790900468826294	-0.06925042765814507	-0.12320274658897144	438.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000441143	ENSG00000123636.20	BAZ2B	5.984020233154297	-1.3382090910246451	-8.007870276882496	897.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000441393	ENSG00000146707.15	POMZP3	2.012860059738159	0.14386354735989185	0.28957718853297537	385.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000442225	ENSG00000014641.21	MDH1	17.00950050354004	0.9666939553170322	16.44298131973417	76.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000442524	ENSG00000077044.11	DGKD	31.273799896240234	-0.7717983179937427	-24.137066157191096	1051.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000442559	ENSG00000185917.14	SETD4	19.547300338745117	-0.03341169634586749	-0.6531084632996246	519.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000443059	ENSG00000116260.17	QSOX1	9.572030067443848	-0.6931383913450702	-6.634741522854672	867.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000443711	ENSG00000085982.16	USP40	2.424410104751587	-0.5554243296973599	-1.3465763573431562	593.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000443822	ENSG00000153790.12	SPMIP4	1.4241000413894653	-0.0741850253056116	-0.10564689760820001	436.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000443887	ENSG00000125246.16	CLYBL	1.9932700395584106	0.4355351304890197	0.8681391267789259	318.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000444113	ENSG00000135930.15	EIF4E2	4.483880043029785	-0.19073480626933775	-0.8552319913422359	542.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000444166	ENSG00000173163.11	COMMD1	9.035690307617188	-0.3905829118617655	-3.529186231030253	759.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000444639	ENSG00000235750.10	KIAA0040	5.319699764251709	0.03554678106875549	0.18909820287136567	397.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000444761	ENSG00000180398.13	MCFD2	9.26259994506836	-0.697632840856443	-6.461893913394772	860.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000444777	ENSG00000122547.12	EEPD1	4.307569980621338	-1.1724965663007605	-5.050611011378752	824.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000445019	ENSG00000198746.13	GPATCH3	7.082729816436768	-1.3950785027983752	-9.880964108040017	925.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000445623	ENSG00000102265.12	TIMP1	190.3280029296875	-0.040888464687334744	-7.782219826801471	892.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000445790	ENSG00000166448.15	TMEM130	8.26791000366211	1.0830789929104518	8.954799640240608	108.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000446165	ENSG00000173875.14	ZNF791	40.02799987792969	0.530129248162206	21.220013480723736	58.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000446647	ENSG00000009780.16	FAM76A	5.616730213165283	0.2537626704809567	1.4253164582638953	274.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000446678	ENSG00000155744.10	HYCC2	6.79941987991333	0.4722629932923167	3.2111143851391537	191.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000446808	ENSG00000130592.17	LSP1	2.1846299171447754	-2.1024628296218233	-4.593103197276694	811.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000446863	ENSG00000131374.15	TBC1D5	13.911800384521484	-0.7768315156421535	-10.807124978018917	938.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000447539	ENSG00000138380.18	CARF	9.246060371398926	-0.4086046075343138	-3.77798286929403	773.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000448084	ENSG00000155085.16	AK9	1.1686899662017822	-0.1997413399612858	-0.23343569984845378	455.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000448587	ENSG00000223573.7	TINCR	12.625300407409668	-0.09385094851832468	-1.1848964185641884	580.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000448705	ENSG00000085377.15	PREP	1.0751099586486816	-0.4413841703827536	-0.4745365171683849	489.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000448850	ENSG00000142192.22	APP	17.251800537109375	-0.7268810451185359	-12.54000680459058	965.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000448876	ENSG00000073803.14	MAP3K13	72.78500366210938	0.7230582447182782	52.62779698973825	31.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000449165	ENSG00000157617.17	C2CD2	2.726710081100464	-0.23048888269724363	-0.6284763600321565	513.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000449186	ENSG00000101413.12	RPRD1B	9.629170417785645	-0.37682393442035866	-3.6285018820341155	765.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000449251	ENSG00000138688.17	BLTP1	4.9191999435424805	0.44636247455321065	2.1957462596216355	229.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000449729	ENSG00000177479.20	ARIH2	17.773500442504883	-2.0009388459742135	-35.56368746434789	1097.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000450350	ENSG00000116668.13	SWT1	2.883359909057617	-2.061801026931893	-5.944914421509245	843.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000450375	ENSG00000175193.14	PARL	3.2684900760650635	0.4838052113589669	1.5813125320753438	266.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000450670	ENSG00000132274.17	TRIM22	22.735700607299805	-0.3747316583157536	-8.519786791543943	908.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000451389	ENSG00000149483.13	TMEM138	1.5845999717712402	-0.7097850289937461	-1.124725336907139	577.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000451463	ENSG00000071051.14	NCK2	9.331819534301758	-0.22457799064957493	-2.095721280117941	682.0	Amyloid	2.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000451605	ENSG00000125991.21	ERGIC3	39.786598205566406	0.3852749764485674	15.328780686618211	77.0	Amyloid	1.0	TOL	chili	N064	BC	2
SRR32060341	ENST00000451668	ENSG00000001036.14	FUCA2	5.445390224456787	0.8122908718546225	4.423240773012642	162.0	Amyloid	1.0	TOL	chili	N064	BC	2
