sample	Transcript_ID_clean	Consensus_collapsed	Amyloid_Index_max	AmyloGram_Prob_max	AMYPred_Prob_max	n_protein_variants	gene_id	gene_name	biotype	strict_consensus_amyloid	TPM	strict_TPM_contribution	strict_weighted_positive_contribution
SRR32060312	ENST00000541363	Amyloid	-3.397726383566775	0.511723578041126	0.5175774803361546	1	ENSG00000149948.14	HMGA2	protein_coding	True	2.46431	2.46431	0.0
SRR32060312	ENST00000541455	Amyloid	-0.5087712158286262	0.511723578041126	0.5632084517680112	1	ENSG00000181924.8	COA4	protein_coding	True	35.8509	35.8509	0.0
SRR32060312	ENST00000541475	Amyloid	-0.7862506179150335	0.691775623040049	0.8988084332731425	1	ENSG00000076053.12	RBM7	protein_coding	True	2.71562	2.71562	0.0
SRR32060312	ENST00000541641	Amyloid	0.9670173521588026	0.810156395859043	0.7392240718305935	1	ENSG00000137497.19	NUMA1	protein_coding	True	4.78414	4.78414	4.626346501544268
SRR32060312	ENST00000542135	Amyloid	0.20875756843038093	0.837197076144934	0.509214628298816	1	ENSG00000077458.13	FAM76B	protein_coding	True	13.0415	13.0415	2.722511847797139
SRR32060312	ENST00000542532	Amyloid	-0.9082212492975005	0.631356151199925	0.6878270615398498	1	ENSG00000135090.14	TAOK3	protein_coding	True	26.6761	26.6761	0.0
SRR32060312	ENST00000542923	Amyloid	-0.8149409269245089	0.713708581581667	0.9201879322452824	1	ENSG00000120860.11	WASHC3	protein_coding	True	2.25103	2.25103	0.0
SRR32060312	ENST00000543766	Amyloid	0.2122286010945959	0.633198698945623	0.8678392656337578	2	ENSG00000048707.15	VPS13D	protein_coding	True	4.81565	4.81565	1.0220186599466745
SRR32060312	ENST00000544594	Amyloid	-0.43402436868364697	0.699039089136758	0.8991846238814529	1	ENSG00000149357.10	LAMTOR1	protein_coding	True	74.7631	74.7631	0.0
SRR32060312	ENST00000544641	Amyloid	0.4627600133872127	0.683104642781395	0.6460698090294476	1	ENSG00000140853.17	NLRC5	protein_coding	True	3.00592	3.00592	1.3910195485836323
SRR32060312	ENST00000544883	Amyloid	-0.3194220466999932	0.511723578041126	0.7948342347245136	1	ENSG00000184162.15	NR2C2AP	protein_coding	True	26.083	26.083	0.0
SRR32060312	ENST00000545267	Amyloid	-0.785195473767437	0.59509496598736	0.5647685878831686	1	ENSG00000157423.18	HYDIN	protein_coding	True	19.94	19.94	0.0
SRR32060312	ENST00000545720	Amyloid	0.13097331354495104	0.743919496190084	0.5377262952732561	1	ENSG00000127314.18	RAP1B	protein_coding	True	79.3655	79.3655	10.394762700013274
SRR32060312	ENST00000545939	Amyloid	-0.6451239557736046	0.713708581581667	0.7003372392766778	1	ENSG00000156265.17	MAP3K7CL	protein_coding	True	14.4626	14.4626	0.0
SRR32060312	ENST00000546151	Amyloid	0.3998105721992685	0.817111785686606	0.5643403038666611	1	ENSG00000162144.10	CYB561A3	protein_coding	True	8.22005	8.22005	3.286462837270783
SRR32060312	ENST00000546370	Amyloid	0.24310036462508125	0.889817000611829	0.6104055746081757	1	ENSG00000011465.18	DCN	protein_coding	True	4.64169	4.64169	1.1283964773561967
SRR32060312	ENST00000547055	Amyloid	-0.6364331411532389	0.625202358412487	0.8048924127697855	1	ENSG00000127328.22	RAB3IP	protein_coding	True	7.34767	7.34767	0.0
SRR32060312	ENST00000547125	Amyloid	-0.7146898248047666	0.566808764372534	0.9025146672962038	1	ENSG00000181929.13	PRKAG1	protein_coding	True	33.484	33.484	0.0
SRR32060312	ENST00000547249	Amyloid	0.7096269516425782	0.889817000611829	0.9324011348877655	1	ENSG00000111145.8	ELK3	protein_coding	True	73.0251	73.0251	51.82057960881586
SRR32060312	ENST00000547544	Amyloid	-1.6126362062731563	0.636612179779747	0.7812304567522652	1	ENSG00000091039.17	OSBPL8	protein_coding	True	6.89579	6.89579	0.0
SRR32060312	ENST00000547743	Amyloid	0.6072650913788068	0.800449262474886	0.6728124445528313	1	ENSG00000120868.15	APAF1	protein_coding	True	291.915	291.915	177.26979433887715
SRR32060312	ENST00000547859	Amyloid	0.3056423532487526	0.811032844053182	0.587867982541633	1	ENSG00000197111.16	PCBP2	protein_coding	True	451.626	451.626	138.03603559229288
SRR32060312	ENST00000548091	Amyloid	0.040645360624444835	0.786027565225164	0.6207952641110894	1	ENSG00000120833.14	SOCS2	protein_coding	True	3.25446	3.25446	0.1322787042543873
SRR32060312	ENST00000548092	Amyloid	-0.23451494853235494	0.668650468892525	0.8972533030612612	1	ENSG00000135148.12	TRAFD1	protein_coding	True	7.81061	7.81061	0.0
SRR32060312	ENST00000548362	Amyloid	0.26816483578302275	0.707606854215044	0.7637675690591108	1	ENSG00000181929.13	PRKAG1	protein_coding	True	2.99489	2.99489	0.8031241782252524
SRR32060312	ENST00000548556	Amyloid	0.0281341452781092	0.630210617193837	0.7897803220232923	1	ENSG00000135441.8	BLOC1S1	protein_coding	True	54.7283	54.7283	1.5397338920239367
SRR32060312	ENST00000548580	Amyloid	-0.8448239089822719	0.697382899444971	0.5728496243529525	1	ENSG00000092841.19	MYL6	protein_coding	True	122.212	122.212	0.0
SRR32060312	ENST00000548752	Amyloid	-0.08229557854452792	0.830158615371557	0.5404139448726751	1	ENSG00000258289.10	CHURC1	protein_coding	True	59.7358	59.7358	0.0
SRR32060312	ENST00000549017	Amyloid	-0.6732028530637884	0.697382899444971	0.6950948126654083	1	ENSG00000092841.19	MYL6	protein_coding	True	196.612	196.612	0.0
SRR32060312	ENST00000549056	Amyloid	-0.1688233466746422	0.711403832067427	0.6823774193681185	1	ENSG00000136044.12	APPL2	protein_coding	True	6.84338	6.84338	0.0
SRR32060312	ENST00000549125	Amyloid	-1.626631459553496	0.51630565338869	0.9109132026121016	1	ENSG00000167528.13	ZNF641	protein_coding	True	7.33031	7.33031	0.0
SRR32060312	ENST00000549447	Amyloid	0.9563416625688367	0.751590711327639	0.6115162868807649	1	ENSG00000183160.9	TMEM119	protein_coding	True	15.9017	15.9017	15.20745823464127
SRR32060312	ENST00000549939	Amyloid	-0.5825748016128468	0.838392775261399	0.8831031177475765	1	ENSG00000170473.17	PYM1	protein_coding	True	18.6806	18.6806	0.0
SRR32060312	ENST00000550344	Amyloid	-0.1810321009629786	0.609687171941857	0.8547871620936054	1	ENSG00000151135.10	TMEM263	protein_coding	True	3.41032	3.41032	0.0
SRR32060312	ENST00000550758	Amyloid	-0.07329557974334215	0.722482818740443	0.7891869508087133	1	ENSG00000011465.18	DCN	protein_coding	True	1.54496	1.54496	0.0
SRR32060312	ENST00000551096	Amyloid	-0.9201903170561495	0.581660343966548	0.8781283105440988	1	ENSG00000186815.13	TPCN1	protein_coding	True	1.41045	1.41045	0.0
SRR32060312	ENST00000551973	Amyloid	-0.1272830039939396	0.672595099068358	0.76124135855195	1	ENSG00000111647.13	BLTP3B	protein_coding	True	4.01251	4.01251	0.0
SRR32060312	ENST00000552066	Amyloid	-0.7556926067360067	0.691686755367443	0.6158800136520609	1	ENSG00000123329.20	ARHGAP9	protein_coding	True	3.59194	3.59194	0.0
SRR32060312	ENST00000552445	Amyloid	-1.4985433746184136	0.59763973841456	0.7672423795351306	1	ENSG00000161813.23	LARP4	protein_coding	True	15.7815	15.7815	0.0
SRR32060312	ENST00000553081	Amyloid	-0.9374613695180682	0.869243222790281	0.7368705004512808	1	ENSG00000058272.19	PPP1R12A	protein_coding	True	110.148	110.148	0.0
SRR32060312	ENST00000553109	Amyloid	-0.46560161764236146	0.764326809864775	0.5995225834857731	1	ENSG00000136044.12	APPL2	protein_coding	True	4.45227	4.45227	0.0
SRR32060312	ENST00000553371	Amyloid	0.8715004343872479	0.816087314542097	0.5489511094412755	1	ENSG00000100600.15	LGMN	protein_coding	True	12.591	12.591	10.973061623620765
SRR32060312	ENST00000553393	Amyloid	-1.5895946732450539	0.560637230913734	0.7231252884880986	1	ENSG00000185442.13	FAM174B	protein_coding	True	4.67479	4.67479	0.0
SRR32060312	ENST00000553408	Amyloid	-0.6177773781696985	0.636612179779747	0.6169332320935569	1	ENSG00000100554.12	ATP6V1D	protein_coding	True	7.08224	7.08224	0.0
SRR32060312	ENST00000553514	Amyloid	0.2951546407787397	0.701484638091527	0.6708316444518068	1	ENSG00000183648.11	NDUFB1	protein_coding	True	1.73331	1.73331	0.5115944857468653
SRR32060312	ENST00000553612	Amyloid	-0.49581373855242294	0.862681743572924	0.5538192850002152	1	ENSG00000165417.12	GTF2A1	protein_coding	True	5.53527	5.53527	0.0
SRR32060312	ENST00000553677	Amyloid	-0.8274608915936599	0.885824647794826	0.5271324420336682	1	ENSG00000100567.13	PSMA3	protein_coding	True	10.6886	10.6886	0.0
SRR32060312	ENST00000553876	Amyloid	-1.3902796100538943	0.917586033222489	0.6029560972536893	1	ENSG00000100461.18	RBM23	protein_coding	True	27.5959	27.5959	0.0
SRR32060312	ENST00000554080	Amyloid	0.8715004343872479	0.816087314542097	0.5489511094412755	1	ENSG00000100600.15	LGMN	protein_coding	True	46.0739	46.0739	40.153422395810864
SRR32060312	ENST00000554144	Amyloid	-0.5604351116607725	0.749934370139664	0.6084131496936998	1	ENSG00000171476.23	HOPX	protein_coding	True	1.84244	1.84244	0.0
SRR32060312	ENST00000554256	Amyloid	-1.605602394959116	0.917586033222489	0.5492113967322685	1	ENSG00000100461.18	RBM23	protein_coding	True	37.8408	37.8408	0.0
SRR32060312	ENST00000554544	Amyloid	0.0021558015778079475	0.501678478984136	0.8631831989259733	1	ENSG00000165948.11	IFI27L1	protein_coding	True	13.033	13.033	0.028096561947123518
SRR32060312	ENST00000554794	Amyloid	-0.5874374593304428	0.796949837637662	0.5059987421931493	1	ENSG00000151327.14	FAM177A1	protein_coding	True	35.5069	35.5069	0.0
SRR32060312	ENST00000554797	Amyloid	-0.5188634447200131	0.85611439723745	0.9087823696640278	1	ENSG00000119725.21	ZNF410	protein_coding	True	1.00367	1.00367	0.0
SRR32060312	ENST00000555152	Amyloid	-0.1638555075905289	0.699039089136758	0.6546245588297516	1	ENSG00000196792.12	STRN3	protein_coding	True	9.7344	9.7344	0.0
SRR32060312	ENST00000555188	Amyloid	-0.3604895252897628	0.62787464056125	0.508896496662029	1	ENSG00000169291.10	SHE	protein_coding	True	2.65244	2.65244	0.0
SRR32060312	ENST00000555237	Amyloid	0.20922182748926854	0.73099402421992	0.923243479333234	1	ENSG00000078304.20	PPP2R5C	protein_coding	True	6.38279	6.38279	1.335419006828489
SRR32060312	ENST00000555295	Amyloid	-1.741762392691357	0.67554659424473	0.5057152905561664	1	ENSG00000100836.11	PABPN1	protein_coding	True	197.552	197.552	0.0
SRR32060312	ENST00000555329	Amyloid	-0.6545914005020623	0.853290971216631	0.6697500866982783	1	ENSG00000012963.15	UBR7	protein_coding	True	25.311	25.311	0.0
SRR32060312	ENST00000555441	Amyloid	0.2951546407787397	0.701484638091527	0.6708316444518068	1	ENSG00000183648.11	NDUFB1	protein_coding	True	12.919	12.919	3.8131027073909367
SRR32060312	ENST00000555570	Amyloid	-0.9411866327938995	0.787862098383804	0.7287948751883389	1	ENSG00000140057.9	AK7	protein_coding	True	1.23591	1.23591	0.0
SRR32060312	ENST00000555694	Amyloid	-0.12492392790303428	0.732025306208053	0.7604643068142385	1	ENSG00000119640.9	ACYP1	protein_coding	True	4.17097	4.17097	0.0
SRR32060312	ENST00000555835	Amyloid	0.40892529793617804	0.751590711327639	0.5670235425466013	1	ENSG00000258818.4	RNASE4	protein_coding	True	2.68731	2.68731	1.09890903437885
SRR32060312	ENST00000556007	Amyloid	-0.48307582602876414	0.564800956992834	0.7963675897148542	1	ENSG00000100575.14	TIMM9	protein_coding	True	6.73436	6.73436	0.0
SRR32060312	ENST00000556015	Amyloid	-0.07803282751711112	0.62075150960926	0.5797210574654333	1	ENSG00000259431.6	THTPA	protein_coding	True	2.5241	2.5241	0.0
SRR32060312	ENST00000556131	Amyloid	0.5216511906370294	0.889817000611829	0.9249912555223042	1	ENSG00000133703.14	KRAS	protein_coding	True	1.51861	1.51861	0.7921847149316897
SRR32060312	ENST00000556242	Amyloid	0.5645626655804546	0.748403746053255	0.6597625274019714	1	ENSG00000187097.13	ENTPD5	protein_coding	True	2.06278	2.06278	1.1645685207759955
SRR32060312	ENST00000556532	Amyloid	0.11226002913191224	0.674562835709342	0.7785113114037832	1	ENSG00000100558.9	PLEK2	protein_coding	True	8.2074	8.2074	0.921362999240546
SRR32060312	ENST00000556533	Amyloid	-0.5226522110185055	0.740004369409724	0.9315851434171885	1	ENSG00000080815.20	PSEN1	protein_coding	True	1.69557	1.69557	0.0
SRR32060312	ENST00000556979	Amyloid	-0.9305821709925273	0.754064931059366	0.6234735646154487	1	ENSG00000125952.21	MAX	protein_coding	True	1.12579	1.12579	0.0
SRR32060312	ENST00000557172	Amyloid	-0.1279402787050819	0.646591113436886	0.7215637682685074	1	ENSG00000126214.22	KLC1	protein_coding	True	9.75592	9.75592	0.0
SRR32060312	ENST00000557768	Amyloid	-0.5498645710041419	0.605459365997671	0.6667940287102511	1	ENSG00000092199.19	HNRNPC	protein_coding	True	2.68738	2.68738	0.0
SRR32060312	ENST00000557769	Amyloid	-0.2028234140182926	0.745908492252307	0.595657132096808	1	ENSG00000205476.9	CCDC85C	protein_coding	True	7.25344	7.25344	0.0
SRR32060312	ENST00000557835	Amyloid	0.19139802038196777	0.723061264847791	0.6826152347759926	1	ENSG00000166797.12	CIAO2A	protein_coding	True	1.08128	1.08128	0.20695485014978568
SRR32060312	ENST00000557947	Amyloid	-0.5804291352546598	0.647582516446339	0.7999169157658462	1	ENSG00000140262.18	TCF12	protein_coding	True	4.89525	4.89525	0.0
SRR32060312	ENST00000557972	Amyloid	-0.5953326126266819	0.564210259726613	0.6100647207257237	1	ENSG00000103642.12	LACTB	protein_coding	True	43.851	43.851	0.0
SRR32060312	ENST00000558049	Amyloid	-1.4634871070397686	0.757921797343065	0.6020638476463108	1	ENSG00000068305.19	MEF2A	protein_coding	True	5.99664	5.99664	0.0
SRR32060312	ENST00000558788	Amyloid	-0.3121695343247623	0.914774817517042	0.6675591887064036	1	ENSG00000100938.19	GMPR2	protein_coding	True	110.979	110.979	0.0
SRR32060312	ENST00000558809	Amyloid	0.34680192377388147	0.889817000611829	0.7395981684084042	1	ENSG00000229474.8	PATL2	protein_coding	True	23.2257	23.2257	8.054717572231118
SRR32060312	ENST00000558823	Amyloid	0.21690265842835504	0.818213296155348	0.5589305024524552	1	ENSG00000128829.12	EIF2AK4	protein_coding	True	5.6846	5.6846	1.2330048252934847
SRR32060312	ENST00000558864	Amyloid	-0.343822225821732	0.713850174928418	0.9086901402159552	1	ENSG00000140479.18	PCSK6	protein_coding	True	4.54205	4.54205	0.0
SRR32060312	ENST00000559199	Amyloid	-0.051028344442649295	0.833013418489986	0.5098138875401756	1	ENSG00000090487.11	SPG21	protein_coding	True	14.7112	14.7112	0.0
SRR32060312	ENST00000559222	Amyloid	-0.8555494066921442	0.635739516835235	0.633244914230209	1	ENSG00000166734.20	GOLM2	protein_coding	True	15.9009	15.9009	0.0
SRR32060312	ENST00000559370	Amyloid	0.08904803792104085	0.713708581581667	0.8374724581484355	1	ENSG00000182718.18	ANXA2	protein_coding	True	3.68738	3.68738	0.32835396078838164
SRR32060312	ENST00000559671	Amyloid	-0.5009010271082086	0.699039089136758	0.7879603021798046	1	ENSG00000137841.12	PLCB2	protein_coding	True	3.45925	3.45925	0.0
SRR32060312	ENST00000559760	Amyloid	1.1849296031620753	0.862847777128691	0.5356885073745749	1	ENSG00000134152.11	KATNBL1	protein_coding	True	1.80403	1.80403	2.1376484827438156
SRR32060312	ENST00000559771	Amyloid	-0.507123265572605	0.786027565225164	0.5932260560405201	1	ENSG00000140455.17	USP3	protein_coding	True	43.902	43.902	0.0
SRR32060312	ENST00000559993	Amyloid	0.39336206336736856	0.750603017349046	0.5165681758285949	1	ENSG00000119661.15	DNAL1	protein_coding	True	3.1366	3.1366	1.2338194548606514
SRR32060312	ENST00000560235	Amyloid	0.2604666525284688	0.625625793182031	0.8268547449837967	1	ENSG00000103852.13	TTC23	protein_coding	True	5.13623	5.13623	1.3378166326098622
SRR32060312	ENST00000560258	Amyloid	-0.26972430328666536	0.833013418489986	0.9312080166809829	1	ENSG00000180304.14	OAZ2	protein_coding	True	140.148	140.148	0.0
SRR32060312	ENST00000560475	Amyloid	-0.22383123015211037	0.694134536100343	0.5806479449105416	1	ENSG00000103671.10	TRIP4	protein_coding	True	6.58461	6.58461	0.0
SRR32060312	ENST00000560772	Amyloid	0.38594998754372317	0.625625793182031	0.7939013025450921	1	ENSG00000103852.13	TTC23	protein_coding	True	15.9403	15.9403	6.152158581731907
SRR32060312	ENST00000560778	Amyloid	0.3867118506401844	0.676391654864145	0.8245851508420802	1	ENSG00000259417.3	CTXND1	protein_coding	True	2.37197	2.37197	0.917268884494446
SRR32060312	ENST00000561006	Amyloid	-0.030472066762471085	0.714481834457103	0.6463286253578322	1	ENSG00000078304.20	PPP2R5C	protein_coding	True	61.2994	61.2994	0.0
SRR32060312	ENST00000561366	Amyloid	0.3706507865981437	0.843956651124033	0.6297662796624327	1	ENSG00000166411.14	IDH3A	protein_coding	True	25.5699	25.5699	9.477503738266796
SRR32060312	ENST00000561428	Amyloid	-0.4375071117873732	0.699989305953233	0.7232305816366578	1	ENSG00000138593.9	SECISBP2L	protein_coding	True	4.32369	4.32369	0.0
SRR32060312	ENST00000561442	Amyloid	-0.12141276906525555	0.561209090133513	0.8349485896714698	1	ENSG00000140455.17	USP3	protein_coding	True	1.75322	1.75322	0.0
SRR32060312	ENST00000562365	Amyloid	0.014998530033585488	0.750603017349046	0.9282307022957376	1	ENSG00000234465.11	PINLYP	protein_coding	True	1.00367	1.00367	0.015053574296663935
SRR32060312	ENST00000562383	Amyloid	-2.348252020792729	0.589436779347259	0.5451519010745606	1	ENSG00000166164.17	BRD7	protein_coding	True	1.8097	1.8097	0.0
SRR32060312	ENST00000562385	Amyloid	0.7402541912025317	0.889817000611829	0.6205274740871252	1	ENSG00000048462.11	TNFRSF17	protein_coding	True	48.4743	48.4743	35.88330402525252
SRR32060312	ENST00000562406	Amyloid	-1.1535234288736014	0.707442726374328	0.5835963921777193	1	ENSG00000172775.18	PSME3IP1	protein_coding	True	17.6502	17.6502	0.0
SRR32060312	ENST00000562884	Amyloid	0.6739775224451977	0.727394204692575	0.7873842919394886	1	ENSG00000083799.18	CYLD	protein_coding	True	5.86017	5.86017	3.949622781913998
SRR32060312	ENST00000562891	Amyloid	-0.10917915295215579	0.661604329382561	0.8330221650359558	1	ENSG00000166233.15	ARIH1	protein_coding	True	5.87635	5.87635	0.0
SRR32060312	ENST00000562968	Amyloid	0.4663811839119001	0.811999399354333	0.8650299859767713	1	ENSG00000077238.14	IL4R	protein_coding	True	13.6729	13.6729	6.3767833827340175
SRR32060312	ENST00000563308	Amyloid	-0.5956163913456007	0.699708836400517	0.7806210043038521	1	ENSG00000048471.14	SNX29	protein_coding	True	9.46225	9.46225	0.0
SRR32060312	ENST00000563525	Amyloid	0.39330548848127667	0.879443973423091	0.5780238066765346	1	ENSG00000103404.15	USP31	protein_coding	True	7.78929	7.78929	3.063570489227968
SRR32060312	ENST00000563573	Amyloid	-0.6131113263062196	0.568026185434115	0.956112173379134	1	ENSG00000140743.8	CDR2	protein_coding	True	2.38675	2.38675	0.0
SRR32060312	ENST00000563579	Amyloid	0.688836410345343	0.706035831122984	0.7804645736414088	1	ENSG00000134419.15	RPS15A	protein_coding	True	2.93694	2.93694	2.023071175835102
SRR32060312	ENST00000563745	Amyloid	-0.01593110353438596	0.776924207799998	0.7546308909973044	1	ENSG00000196470.12	SIAH1	protein_coding	True	3.97805	3.97805	0.0
SRR32060312	ENST00000563793	Amyloid	-0.8886049103302156	0.76454854350963	0.7763552055176077	1	ENSG00000169371.14	SNUPN	protein_coding	True	18.827	18.827	0.0
SRR32060312	ENST00000564166	Amyloid	0.12460913857532134	0.51716738162446	0.6345730006562295	1	ENSG00000103154.10	NECAB2	protein_coding	True	1.62315	1.62315	0.2022593221614694
SRR32060312	ENST00000564174	Amyloid	-0.11334877140435284	0.845116632963085	0.6538026193612291	1	ENSG00000103121.9	CMC2	protein_coding	True	11.6934	11.6934	0.0
SRR32060312	ENST00000564550	Amyloid	-1.9802853062917163	0.579438342254539	0.8578180931665724	1	ENSG00000179965.12	ZNF771	protein_coding	True	1.12716	1.12716	0.0
SRR32060312	ENST00000564557	Amyloid	0.4161663485889152	0.839845160894803	0.7678564496671779	1	ENSG00000125107.19	CNOT1	protein_coding	True	1.82715	1.82715	0.7603983385059485
SRR32060312	ENST00000564707	Amyloid	-0.09858581535579762	0.917586033222489	0.9659668605538456	1	ENSG00000169877.10	AHSP	protein_coding	True	15.0977	15.0977	0.0
SRR32060312	ENST00000564928	Amyloid	-1.170974640584401	0.643085109906291	0.5615848219942483	1	ENSG00000154099.18	DNAAF1	protein_coding	True	23.9079	23.9079	0.0
SRR32060312	ENST00000565076	Amyloid	-0.010585331419642966	0.862681743572924	0.74226300783958	1	ENSG00000101307.16	SIRPB1	protein_coding	True	4.57958	4.57958	0.0
SRR32060312	ENST00000565087	Amyloid	0.6529420571528213	0.794991426948626	0.6876255118038871	1	ENSG00000101307.16	SIRPB1	protein_coding	True	38.9624	38.9624	25.44018864716775
SRR32060312	ENST00000565096	Amyloid	0.10816831362429799	0.665598419824316	0.5949336597178112	1	ENSG00000064666.15	CNN2	protein_coding	True	13.9053	13.9053	1.5041128666247117
SRR32060312	ENST00000565301	Amyloid	-0.5325855567360863	0.889817000611829	0.8575790364368837	1	ENSG00000102908.23	NFAT5	protein_coding	True	4.38923	4.38923	0.0
SRR32060312	ENST00000565438	Amyloid	-2.089013038271287	0.516076610090265	0.5726419784022921	1	ENSG00000147274.14	RBMX	protein_coding	True	1.26905	1.26905	0.0
SRR32060312	ENST00000565494	Amyloid	-0.3582671314023068	0.83427026063935	0.5528474492394948	1	ENSG00000138629.16	UBL7	protein_coding	True	12.939	12.939	0.0
SRR32060312	ENST00000565718	Amyloid	-0.9735954548001228	0.798358519423786	0.7909971085368485	1	ENSG00000167377.19	ZNF23	protein_coding	True	1.76455	1.76455	0.0
SRR32060312	ENST00000566154	Amyloid	0.27016078378227604	0.862681743572924	0.8349609442642084	1	ENSG00000168803.16	MAPDA	protein_coding	True	4.72898	4.72898	1.2775849606869252
SRR32060312	ENST00000566283	Amyloid	-0.9615951457242542	0.717098696831641	0.5553173011966123	1	ENSG00000141002.20	TCF25	protein_coding	True	54.8323	54.8323	0.0
SRR32060312	ENST00000566295	Amyloid	-0.02096549910296681	0.602517837316514	0.725659116362567	1	ENSG00000168676.11	KCTD19	protein_coding	True	66.885	66.885	0.0
SRR32060312	ENST00000567445	Amyloid	0.8675511527171027	0.850755764881348	0.8552625465835452	1	ENSG00000140945.17	CDH13	protein_coding	True	1.85938	1.85938	1.6131072682299386
SRR32060312	ENST00000567786	Amyloid	-0.2518864993668644	0.702609579718097	0.8468005317957944	1	ENSG00000103187.8	COTL1	protein_coding	True	32.346	32.346	0.0
SRR32060312	ENST00000567895	Amyloid	0.606171603829196	0.746645504877434	0.5857915229439375	1	ENSG00000167515.11	TRAPPC2L	protein_coding	True	39.734	39.734	24.085623209507066
SRR32060312	ENST00000568233	Amyloid	0.5889187545268554	0.677011495705967	0.62020068419805	1	ENSG00000102898.13	NUTF2	protein_coding	True	12.9886	12.9886	7.6492300038491825
SRR32060312	ENST00000568351	Amyloid	-0.1808985211429362	0.687391856932881	0.5382309878027701	1	ENSG00000186187.12	ZNRF1	protein_coding	True	2.63109	2.63109	0.0
SRR32060312	ENST00000568583	Amyloid	0.9137660423865303	0.746645504877434	0.5759706985396135	1	ENSG00000167515.11	TRAPPC2L	protein_coding	True	6.78891	6.78891	6.203475342506871
SRR32060312	ENST00000569021	Amyloid	-0.40866686779599853	0.553590971406524	0.5988190183397892	1	ENSG00000135698.10	MPHOSPH6	protein_coding	True	92.7195	92.7195	0.0
SRR32060312	ENST00000569243	Amyloid	0.5049294630687577	0.839845160894803	0.7552950648641307	1	ENSG00000159459.12	UBR1	protein_coding	True	4.20829	4.20829	2.1248896606798784
SRR32060312	ENST00000569716	Amyloid	-0.553776644009018	0.532756598472089	0.5383338159432236	1	ENSG00000103494.16	RPGRIP1L	protein_coding	True	1.03237	1.03237	0.0
SRR32060312	ENST00000570487	Amyloid	-0.5094408651966542	0.67340316862107	0.6074733338768836	1	ENSG00000029725.17	RABEP1	protein_coding	True	16.0172	16.0172	0.0
SRR32060312	ENST00000570671	Amyloid	-0.6608251973592948	0.662847005303242	0.8215907509453417	1	ENSG00000198336.9	MYL4	protein_coding	True	10.1967	10.1967	0.0
SRR32060312	ENST00000571456	Amyloid	-1.083193189564167	0.67623296829046	0.7513140398706211	1	ENSG00000141252.21	VPS53	protein_coding	True	15.2323	15.2323	0.0
SRR32060312	ENST00000571627	Amyloid	0.07095021138542448	0.76454854350963	0.6207862970855466	1	ENSG00000189067.15	LITAF	protein_coding	True	6.47232	6.47232	0.4592124778161834
SRR32060312	ENST00000571958	Amyloid	0.2792047093666925	0.690010514499847	0.7586484588543779	1	ENSG00000174231.18	PRPF8	protein_coding	True	13.5734	13.5734	3.7897570747341236
SRR32060312	ENST00000572110	Amyloid	0.3723903262269834	0.866995916960981	0.5772456203078241	1	ENSG00000153406.14	NMRAL1	protein_coding	True	8.81658	8.81658	3.2832090349014593
SRR32060312	ENST00000572784	Amyloid	0.33603460037072014	0.850755764881348	0.5591192150000827	1	ENSG00000157353.17	FCSK	protein_coding	True	3.25229	3.25229	1.092881973952014
SRR32060312	ENST00000572793	Amyloid	0.23210340060677198	0.917586033222489	0.7257407051406999	1	ENSG00000266028.8	SRGAP2	protein_coding	True	99.7527	99.7527	23.15294107670451
SRR32060312	ENST00000572794	Amyloid	0.20080565823930882	0.699039089136758	0.6180135279010888	1	ENSG00000141556.22	TBCD	protein_coding	True	13.6189	13.6189	2.734752239050726
SRR32060312	ENST00000572851	Amyloid	0.015248175919741836	0.669921686830466	0.9256815444589174	1	ENSG00000141552.18	ANAPC11	protein_coding	True	14.4059	14.4059	0.2196636975054758
SRR32060312	ENST00000573083	Amyloid	0.9400736464733914	0.809793185859082	0.6487109412762315	1	ENSG00000141505.12	ASGR1	protein_coding	True	3.19865	3.19865	3.0069664595575647
SRR32060312	ENST00000573239	Amyloid	0.12297806208850304	0.889817000611829	0.8412422044397146	1	ENSG00000121064.13	SCPEP1	protein_coding	True	7.1409	7.1409	0.8781740601747837
SRR32060312	ENST00000573320	Amyloid	-1.8258876870107188	0.514387000040437	0.6761115220424248	1	ENSG00000185359.14	HGS	protein_coding	True	19.3713	19.3713	0.0
SRR32060312	ENST00000573434	Amyloid	-1.0936955339335115	0.568026185434115	0.9588123094825418	1	ENSG00000186260.17	MRTFB	protein_coding	True	1.24542	1.24542	0.0
SRR32060312	ENST00000574151	Amyloid	6.577415587400992e-05	0.914774817517042	0.6519398800940196	1	ENSG00000103145.11	HCFC1R1	protein_coding	True	7.28676	7.28676	0.00047928047841157805
SRR32060312	ENST00000574340	Amyloid	-0.2912096344697659	0.668885229639641	0.6110788845470566	1	ENSG00000167978.19	SRRM2	protein_coding	True	14.3171	14.3171	0.0
SRR32060312	ENST00000574458	Amyloid	-0.14284772885267266	0.533868269283878	0.6978980851665945	1	ENSG00000132522.16	GPS2	protein_coding	True	2.96852	2.96852	0.0
SRR32060312	ENST00000574551	Amyloid	-0.5080666259927133	0.67623296829046	0.5549957527183195	1	ENSG00000103351.13	CLUAP1	protein_coding	True	7.25769	7.25769	0.0
SRR32060312	ENST00000574679	Amyloid	-0.5438847046809486	0.713708581581667	0.882991958439966	1	ENSG00000060237.19	WNK1	protein_coding	True	5.71059	5.71059	0.0
